CUSTOMER_ID,GENDER,AGE,COUNTRY,TENURE_MONTHS,CONTRACT_TYPE,HAS_INTERNET,HAS_MOBILE,HAS_TV,MONTHLY_CHARGES,TOTAL_CHARGES,NUM_COMPLAINTS,SUPPORT_CALLS,PAYMENT_METHOD,CHURN
C004229,Female,26.0,UK,7.0,Month-to-month,0,1,1,33.03,210.68,0,1,Credit card,0.0
C004230,Female,78.0,DE,15.0,One year,1,1,0,27.76,383.36,1,1,Cash,1.0
C004231,Male,37.0,ES,67.0,Month-to-month,1,1,0,41.63,2804.51,0,2,Credit card,1.0
C004232,Male,67.0,UK,18.0,Month-to-month,1,1,1,52.5,936.29,0,2,E-banking,1.0
C004233,Female,39.0,DE,38.0,Month-to-month,1,1,1,46.02,1718.74,1,1,Credit card,0.0
C004234,Female,,IT,26.0,Month-to-month,1,1,0,23.97,599.31,1,2,Credit card,0.0
C004235,Female,29.0,GR,38.0,Month-to-month,0,1,0,34.18,1319.06,0,0,Bank transfer,
C004236,Female,27.0,GR,59.0,Month-to-month,0,1,0,17.32,1026.19,0,3,E-banking,
C004237,Female,82.0,UK,52.0,Month-to-month,0,1,1,42.86,2208.9,1,2,E-banking,1.0
C004238,Male,47.0,UK,33.0,Two year,1,0,1,29.94,1005.39,0,0,E-banking,0.0
C004239,Female,25.0,DE,21.0,Month-to-month,1,1,0,31.6,694.55,0,1,Credit card,0.0
C004240,Male,38.0,DE,17.0,Month-to-month,1,1,1,49.74,865.19,0,1,Credit card,0.0
C004241,Female,39.0,IT,62.0,One year,0,0,0,28.28,1759.61,0,2,Credit card,1.0
C004242,Male,35.0,ES,59.0,One year,1,1,0,41.55,2501.93,0,2,Credit card,0.0
C004243,Female,83.0,GR,2.0,Month-to-month,1,1,0,44.05,127.83,2,2,Credit card,0.0
C004244,Male,65.0,GR,64.0,One year,1,1,0,43.82,2806.17,0,1,Credit card,0.0
C004245,Female,61.0,IT,,One year,1,1,1,34.6,895.4,0,2,Credit card,0.0
C004246,Male,26.0,ES,,Month-to-month,1,1,0,37.31,1549.24,0,2,Bank transfer,0.0
C004247,Male,84.0,IT,19.0,Month-to-month,1,1,0,41.22,767.16,0,2,Credit card,1.0
C004248,Male,71.0,GR,38.0,Month-to-month,1,0,0,26.94,1071.76,0,2,Bank transfer,0.0
C004249,Male,43.0,ES,25.0,Month-to-month,1,1,0,42.24,1106.74,0,0,E-banking,
C004250,Male,43.0,ES,39.0,Two year,0,1,1,39.02,1557.53,1,3,E-banking,0.0
C004251,Male,51.0,GR,4.0,Month-to-month,1,1,0,36.84,166.29,2,4,E-banking,1.0
C004252,Female,25.0,UK,3.0,Month-to-month,0,1,1,43.82,159.84,1,1,Cash,
C004253,Male,27.0,UK,34.0,Two year,1,1,0,8.99,295.45,1,2,E-banking,0.0
C004254,Female,,DE,10.0,One year,1,1,1,26.75,300.37,1,2,Cash,0.0
C004255,Female,72.0,FR,27.0,One year,1,1,0,29.72,763.78,1,4,Credit card,
C004256,Female,71.0,FR,1.0,One year,0,1,0,22.01,12.23,1,2,E-banking,0.0
C004257,Female,57.0,FR,44.0,One year,0,0,0,24.84,1017.57,1,3,Credit card,1.0
C004258,Female,32.0,FR,52.0,One year,1,1,0,27.56,1445.31,1,2,Cash,0.0
C004259,Male,35.0,DE,25.0,Month-to-month,1,1,0,38.76,999.98,0,0,Credit card,0.0
C004260,Male,40.0,GR,65.0,Month-to-month,1,1,0,39.35,2607.24,3,5,Credit card,0.0
C004261,Male,79.0,FR,11.0,Month-to-month,0,1,1,22.06,236.26,1,2,Credit card,1.0
C004262,Female,63.0,DE,68.0,Month-to-month,1,0,1,42.08,2868.2,1,2,Credit card,1.0
C004263,Male,56.0,GR,15.0,Month-to-month,0,1,0,35.83,537.02,0,1,Credit card,1.0
C004264,Male,32.0,DE,57.0,One year,1,1,1,45.66,2656.73,0,2,Credit card,1.0
C004265,Male,70.0,GR,64.0,Month-to-month,1,1,0,43.83,2815.14,0,1,Bank transfer,1.0
C004266,Male,81.0,ES,11.0,Month-to-month,1,0,1,50.89,615.44,0,1,Cash,1.0
C004267,Male,80.0,GR,20.0,One year,1,1,0,26.13,560.0,1,3,Cash,1.0
C004268,Female,33.0,GR,30.0,One year,0,0,0,18.23,569.6,2,4,E-banking,0.0
C004269,Male,83.0,IT,10.0,Two year,0,1,0,17.21,155.45,0,1,E-banking,
C004270,Female,30.0,ES,54.0,One year,0,1,0,30.59,1619.58,0,0,E-banking,0.0
C004271,Female,64.0,FR,,Two year,1,1,0,31.21,1813.03,0,0,Bank transfer,0.0
C004272,Female,26.0,UK,29.0,One year,1,1,0,48.78,1417.69,0,2,Bank transfer,0.0
C004273,Female,80.0,FR,1.0,One year,1,1,1,51.96,17.05,1,1,Bank transfer,0.0
C004274,Female,51.0,ES,58.0,Two year,1,1,0,31.23,1843.85,0,2,Bank transfer,0.0
C004275,Male,46.0,UK,21.0,Two year,0,0,0,29.21,618.91,0,0,Credit card,0.0
C004276,Male,54.0,IT,15.0,One year,1,1,0,32.42,503.85,1,2,Cash,1.0
C004277,Male,60.0,GR,67.0,Month-to-month,0,1,0,32.6,2234.91,1,2,Credit card,1.0
C004278,Female,81.0,IT,33.0,Month-to-month,1,1,0,50.65,1648.08,0,3,E-banking,1.0
C004279,Male,41.0,DE,38.0,Two year,1,1,0,29.97,1076.52,0,1,Credit card,0.0
C004280,Male,51.0,UK,19.0,One year,1,1,0,29.85,549.64,2,2,Cash,0.0
C004281,Female,,GR,4.0,Two year,1,1,0,38.81,207.12,1,3,Credit card,0.0
C004282,Female,29.0,UK,58.0,Month-to-month,1,1,0,55.96,3245.99,1,6,Bank transfer,1.0
C004283,Female,40.0,UK,70.0,Month-to-month,1,1,0,27.18,1896.89,0,2,Credit card,0.0
C004284,Female,30.0,IT,12.0,Month-to-month,0,1,0,27.23,311.29,0,1,Credit card,1.0
C004285,Male,62.0,IT,17.0,Two year,1,0,0,31.72,538.98,1,1,E-banking,0.0
C004286,Female,82.0,IT,1.0,Two year,1,1,1,42.21,25.09,1,2,Bank transfer,0.0
C004287,Female,64.0,GR,14.0,Month-to-month,1,1,0,36.75,499.8,1,2,Credit card,0.0
C004288,Male,75.0,IT,2.0,One year,0,1,0,,87.53,2,4,Bank transfer,1.0
C004289,Male,22.0,DE,4.0,Month-to-month,1,1,0,42.56,247.97,2,2,Credit card,1.0
C004290,Female,22.0,FR,66.0,Month-to-month,1,1,1,56.77,3721.42,0,1,Credit card,1.0
C004291,Male,77.0,GR,46.0,Month-to-month,1,1,0,31.17,,0,1,Cash,1.0
C004292,Female,38.0,DE,50.0,One year,1,1,0,30.2,1493.3,0,2,E-banking,0.0
C004293,Female,41.0,IT,60.0,Two year,1,1,0,28.16,1737.07,1,2,E-banking,0.0
C004294,Male,35.0,IT,52.0,Month-to-month,1,1,0,39.73,2088.62,1,4,E-banking,0.0
C004295,Male,38.0,ES,48.0,Month-to-month,0,1,0,30.37,1450.21,0,4,Cash,0.0
C004296,Female,71.0,FR,39.0,One year,1,1,0,30.74,1183.63,0,0,Credit card,0.0
C004297,Female,27.0,GR,70.0,Month-to-month,0,1,1,36.46,2599.21,0,3,Credit card,1.0
C004298,Female,41.0,ES,60.0,Two year,1,1,0,17.84,1071.79,0,1,Credit card,0.0
C004299,Male,77.0,UK,30.0,Two year,0,1,0,12.91,386.11,0,0,Bank transfer,0.0
C004300,Female,74.0,GR,27.0,Month-to-month,0,1,1,43.46,1108.49,0,0,Bank transfer,0.0
C004301,Female,40.0,GR,55.0,Month-to-month,0,1,0,38.4,2135.89,0,1,Bank transfer,1.0
C004302,Female,39.0,GR,70.0,Month-to-month,1,1,1,50.53,3537.01,0,2,Credit card,0.0
C004303,Female,85.0,ES,26.0,Month-to-month,0,1,0,28.67,748.5,0,2,Credit card,1.0
C004304,Female,51.0,GR,42.0,One year,1,1,0,45.1,1897.18,0,0,Credit card,0.0
C004305,Male,45.0,DE,67.0,Month-to-month,1,1,0,40.77,2759.72,0,1,Credit card,1.0
C004306,Female,56.0,GR,67.0,Two year,0,1,1,26.37,1699.58,1,3,Cash,0.0
C004307,Female,59.0,UK,52.0,One year,1,1,1,39.02,1993.07,1,3,Credit card,0.0
C004308,Female,40.0,ES,6.0,Two year,1,1,0,39.22,294.09,0,0,Cash,0.0
C004309,Female,19.0,ES,10.0,Month-to-month,0,1,1,39.04,353.62,1,1,Credit card,1.0
C004310,Male,41.0,DE,38.0,Two year,1,1,0,21.57,796.64,1,2,Bank transfer,0.0
C004311,Male,34.0,DE,12.0,One year,1,1,1,54.96,697.09,0,4,Credit card,0.0
C004312,Male,82.0,GR,46.0,Month-to-month,1,1,1,42.8,1970.24,0,1,Cash,0.0
C004313,Female,77.0,FR,49.0,Month-to-month,1,1,1,59.01,2893.33,0,2,Credit card,0.0
C004314,Female,67.0,GR,72.0,Two year,1,1,0,36.33,2663.64,0,1,Bank transfer,0.0
C004315,Male,29.0,GR,63.0,Month-to-month,1,0,0,19.27,1196.95,0,0,Bank transfer,1.0
C004316,Male,64.0,ES,69.0,Month-to-month,0,0,0,38.65,2650.77,0,0,Bank transfer,0.0
C004317,Male,84.0,GR,43.0,Two year,0,1,0,7.7,353.88,0,0,Bank transfer,1.0
C004318,Female,82.0,FR,60.0,Month-to-month,1,1,1,59.73,3588.6,0,2,Credit card,0.0
C004319,Female,44.0,GR,29.0,Month-to-month,1,1,0,53.3,1576.48,1,1,E-banking,1.0
C004320,Male,65.0,ES,11.0,One year,1,1,0,,416.65,0,0,Bank transfer,0.0
C004321,Male,79.0,GR,35.0,One year,0,1,0,31.5,1108.6,1,3,Credit card,0.0
C004322,Male,61.0,GR,23.0,Month-to-month,0,1,1,49.5,1136.26,0,1,E-banking,
C004323,Female,36.0,GR,72.0,One year,1,0,0,28.86,2066.29,1,1,Bank transfer,0.0
C004324,Female,76.0,FR,21.0,One year,0,1,1,25.95,506.4,2,2,Credit card,1.0
C004325,Female,25.0,IT,37.0,One year,1,1,0,22.38,815.37,0,2,Credit card,0.0
C004326,Male,72.0,DE,28.0,One year,1,1,1,74.11,2058.95,1,2,Credit card,0.0
C004327,Male,64.0,FR,58.0,Month-to-month,1,1,0,46.34,2725.18,1,3,Credit card,0.0
C004328,Female,19.0,ES,53.0,Two year,1,1,0,21.09,1134.62,1,1,Credit card,0.0
C004329,Male,56.0,IT,28.0,Month-to-month,1,1,0,48.33,1366.62,2,5,Cash,1.0
C004330,Female,,FR,42.0,Two year,1,1,1,42.27,1769.99,2,2,Bank transfer,0.0
C004331,Male,49.0,GR,61.0,Month-to-month,1,1,0,51.8,3133.19,1,2,Credit card,1.0
C004332,Male,82.0,ES,,Month-to-month,1,0,0,34.88,1157.87,0,1,E-banking,1.0
C004333,Male,55.0,UK,55.0,Month-to-month,1,1,1,45.14,2525.04,0,1,Credit card,0.0
C004334,Male,28.0,GR,,One year,1,1,1,45.24,1648.24,1,1,Cash,0.0
C004335,Female,27.0,GR,47.0,Month-to-month,0,1,0,32.2,1527.1,0,1,Bank transfer,0.0
C004336,Male,76.0,IT,36.0,One year,0,1,0,31.41,1117.28,0,2,Bank transfer,1.0
C004337,Female,72.0,IT,28.0,Two year,1,1,0,44.3,1240.14,0,0,Bank transfer,0.0
C004338,Female,37.0,FR,10.0,Month-to-month,0,1,0,44.54,440.7,0,2,Bank transfer,1.0
C004339,Female,34.0,IT,23.0,Month-to-month,1,1,0,42.64,994.26,0,0,E-banking,0.0
C004340,Male,85.0,FR,5.0,Two year,1,1,0,13.0,60.32,1,2,Bank transfer,1.0
C004341,Female,22.0,GR,6.0,Month-to-month,1,1,0,50.69,289.06,0,1,Bank transfer,1.0
C004342,Female,77.0,GR,42.0,Month-to-month,1,1,0,38.85,1584.41,0,1,E-banking,1.0
C004343,Female,40.0,GR,47.0,Month-to-month,1,0,0,18.51,876.71,0,0,E-banking,0.0
C004344,Male,63.0,GR,28.0,Month-to-month,1,1,1,59.33,1679.69,0,2,Cash,1.0
C004345,Male,69.0,GR,13.0,Month-to-month,0,1,1,49.7,647.92,1,2,Bank transfer,0.0
C004346,Female,27.0,DE,25.0,One year,1,0,0,24.5,610.28,0,0,Credit card,0.0
C004347,Male,63.0,FR,7.0,Month-to-month,1,1,0,40.0,324.63,0,0,E-banking,1.0
C004348,Female,45.0,FR,66.0,One year,0,1,1,40.95,2751.48,0,1,E-banking,0.0
C004349,Female,60.0,UK,58.0,Month-to-month,1,1,1,50.92,2985.37,2,3,E-banking,
C004350,Male,43.0,IT,,Month-to-month,1,1,1,47.15,3122.19,0,1,Credit card,0.0
C004351,Female,72.0,DE,36.0,Month-to-month,1,1,0,42.21,1522.53,0,1,E-banking,1.0
C004352,Male,65.0,FR,2.0,Two year,1,0,0,24.77,17.92,3,3,E-banking,0.0
C004353,Male,46.0,DE,38.0,Month-to-month,1,1,1,55.76,2061.58,0,1,Bank transfer,0.0
C004354,Female,44.0,GR,14.0,Month-to-month,1,1,0,47.98,712.82,0,1,Credit card,1.0
C004355,Male,35.0,IT,27.0,Month-to-month,1,1,1,30.08,815.48,1,2,Bank transfer,1.0
C004356,Male,77.0,GR,15.0,Month-to-month,0,0,0,25.82,489.12,1,1,Bank transfer,0.0
C004357,Female,38.0,DE,12.0,Month-to-month,1,1,0,29.04,331.0,1,1,Bank transfer,0.0
C004358,Female,,GR,43.0,Month-to-month,1,1,0,39.47,1709.92,0,0,Credit card,0.0
C004359,Male,20.0,UK,57.0,Month-to-month,1,0,0,29.03,1685.58,0,1,Credit card,1.0
C004360,Male,79.0,IT,,Two year,0,0,0,14.26,664.78,0,2,Bank transfer,0.0
C004361,Female,19.0,GR,61.0,Month-to-month,1,1,1,50.82,3091.82,0,0,Credit card,0.0
C004362,Male,83.0,FR,44.0,One year,1,1,0,45.86,2012.08,0,0,Credit card,0.0
C004363,Male,59.0,GR,52.0,Month-to-month,1,1,0,35.59,1838.6,1,2,Credit card,1.0
C004364,Male,51.0,GR,62.0,Month-to-month,1,1,0,30.86,1925.53,1,1,Cash,1.0
C004365,Male,59.0,GR,2.0,Two year,1,0,1,36.82,75.28,1,1,E-banking,0.0
C004366,Male,37.0,ES,71.0,Two year,1,1,0,33.58,2322.99,0,0,Cash,0.0
C004367,Male,85.0,GR,31.0,One year,0,1,0,18.34,,0,1,Credit card,1.0
C004368,Male,62.0,UK,72.0,One year,0,1,0,35.51,2567.96,2,3,Credit card,0.0
C004369,Female,59.0,GR,33.0,Two year,0,0,1,21.42,705.8,0,3,Credit card,0.0
C004370,Female,64.0,GR,5.0,One year,1,1,1,42.56,262.22,1,3,E-banking,0.0
C004371,Female,22.0,ES,58.0,Month-to-month,1,1,0,51.38,2990.69,1,2,Credit card,1.0
C004372,Female,66.0,GR,11.0,Month-to-month,1,1,1,64.47,709.92,2,3,E-banking,0.0
C004373,Female,54.0,GR,23.0,One year,1,1,1,52.5,1234.89,1,3,Cash,0.0
C004374,Male,51.0,GR,45.0,One year,1,1,0,34.69,1628.92,0,2,Credit card,0.0
C004375,Male,35.0,UK,27.0,One year,1,1,1,49.47,1331.28,0,0,Bank transfer,0.0
C004376,Male,36.0,UK,56.0,Month-to-month,1,1,1,42.53,2413.1,0,2,E-banking,0.0
C004377,Male,57.0,GR,59.0,Two year,0,1,1,37.52,2268.57,1,3,Credit card,0.0
C004378,Female,34.0,GR,40.0,One year,1,1,0,34.16,1359.49,0,0,Bank transfer,1.0
C004379,Male,77.0,DE,18.0,One year,1,1,1,51.81,897.33,0,1,Credit card,1.0
C004380,Male,59.0,GR,51.0,Month-to-month,0,0,0,19.35,999.88,1,3,Credit card,1.0
C004381,Female,82.0,FR,61.0,Two year,0,1,1,20.87,1313.5,1,1,Bank transfer,0.0
C004382,Male,70.0,FR,23.0,One year,1,1,0,52.81,1206.18,0,2,Cash,1.0
C004383,Male,24.0,UK,36.0,One year,1,1,0,37.41,1379.59,0,2,Cash,0.0
C004384,Female,22.0,GR,38.0,Two year,0,1,1,33.33,1240.73,1,1,Credit card,0.0
C004385,Male,41.0,ES,72.0,Two year,1,1,0,36.14,2594.42,0,1,Credit card,0.0
C004386,Male,45.0,FR,56.0,Month-to-month,0,1,1,50.02,2798.58,0,1,Credit card,1.0
C004387,Male,79.0,UK,39.0,Two year,1,1,1,46.7,1817.31,0,0,E-banking,0.0
C004388,Male,,FR,69.0,One year,1,1,0,37.72,2576.62,0,0,Bank transfer,0.0
C004389,Male,37.0,ES,28.0,Month-to-month,1,1,0,41.59,1154.54,0,0,Credit card,1.0
C004390,Female,20.0,UK,21.0,Month-to-month,1,1,0,47.88,946.53,0,1,E-banking,0.0
C004391,Female,54.0,GR,,Month-to-month,0,1,0,34.76,2175.81,1,1,E-banking,1.0
C004392,Female,32.0,ES,23.0,One year,1,1,0,29.66,683.19,0,0,Credit card,0.0
C004393,Female,68.0,GR,,One year,1,1,1,41.43,904.61,0,1,E-banking,0.0
C004394,Female,65.0,ES,16.0,Month-to-month,1,0,1,37.88,603.38,0,2,Bank transfer,0.0
C004395,Female,25.0,FR,62.0,Two year,0,1,0,5.0,256.05,1,3,Credit card,0.0
C004396,Male,30.0,FR,65.0,Two year,0,1,1,36.59,2387.62,0,1,Credit card,0.0
C004397,Female,65.0,DE,5.0,One year,1,1,0,35.85,159.37,1,2,Bank transfer,1.0
C004398,Female,20.0,GR,46.0,Two year,0,1,0,14.56,701.61,0,0,E-banking,0.0
C004399,Male,82.0,GR,64.0,Two year,1,1,1,44.07,2814.19,1,1,Cash,
C004400,Male,48.0,ES,41.0,Month-to-month,1,1,0,54.37,2289.6,1,3,Credit card,0.0
C004401,Female,43.0,FR,44.0,One year,1,1,0,39.46,1709.41,0,1,Bank transfer,0.0
C004402,Male,73.0,UK,15.0,Two year,1,1,0,28.65,437.13,1,4,Credit card,0.0
C004403,Female,51.0,GR,68.0,Month-to-month,0,1,0,32.17,,0,1,E-banking,1.0
C004404,Male,26.0,IT,51.0,Two year,1,1,0,17.64,889.9,0,1,Credit card,1.0
C004405,Female,79.0,IT,54.0,Month-to-month,0,1,0,33.42,1764.46,0,1,Credit card,1.0
C004406,Male,30.0,DE,68.0,Month-to-month,0,1,1,29.78,2019.17,0,1,Cash,1.0
C004407,Male,58.0,UK,42.0,One year,1,1,0,34.61,1399.18,0,3,Credit card,0.0
C004408,Female,18.0,ES,46.0,One year,1,1,0,36.91,1677.13,1,4,Cash,0.0
C004409,Female,64.0,ES,25.0,One year,0,1,1,30.43,755.34,1,1,Cash,1.0
C004410,Female,21.0,IT,67.0,Month-to-month,1,1,0,44.22,2992.81,0,0,Bank transfer,0.0
C004411,Female,80.0,GR,35.0,One year,0,1,1,38.91,1370.38,0,1,Credit card,0.0
C004412,Female,69.0,UK,22.0,One year,1,1,0,31.51,681.0,0,1,Credit card,0.0
C004413,Male,27.0,ES,9.0,Month-to-month,0,1,0,19.56,162.06,0,1,Credit card,1.0
C004414,Female,45.0,FR,24.0,One year,0,1,0,23.4,,0,1,Credit card,0.0
C004415,Female,23.0,FR,23.0,Two year,0,1,1,29.69,710.46,1,1,Credit card,0.0
C004416,Male,44.0,IT,61.0,Month-to-month,1,1,0,41.77,2503.24,0,0,E-banking,1.0
C004417,Male,29.0,DE,37.0,Month-to-month,1,1,1,51.21,1869.46,1,2,Bank transfer,
C004418,Female,79.0,FR,45.0,Month-to-month,1,1,0,34.78,1520.55,1,4,Bank transfer,0.0
C004419,Male,69.0,DE,,One year,1,1,0,40.81,629.7,0,3,E-banking,1.0
C004420,Male,65.0,DE,57.0,Month-to-month,1,1,0,49.77,2882.51,1,2,Bank transfer,0.0
C004421,Female,84.0,GR,14.0,Month-to-month,0,1,0,34.28,497.17,1,2,Bank transfer,1.0
C004422,Male,63.0,FR,52.0,Month-to-month,1,1,1,73.26,3829.11,1,1,Credit card,1.0
C004423,Male,,IT,36.0,Month-to-month,1,1,1,53.75,1919.29,1,1,Credit card,0.0
C004424,Female,53.0,GR,27.0,Month-to-month,0,0,0,29.18,802.53,1,1,Bank transfer,1.0
C004425,Female,31.0,GR,17.0,Month-to-month,1,1,0,35.02,572.87,0,0,Credit card,0.0
C004426,Male,20.0,FR,41.0,Month-to-month,0,0,1,31.74,1284.07,0,2,Credit card,1.0
C004427,Male,84.0,UK,4.0,Month-to-month,0,1,1,26.32,104.16,1,2,Credit card,0.0
C004428,Female,36.0,IT,3.0,Two year,0,1,0,18.43,56.56,1,2,Credit card,1.0
C004429,Male,71.0,GR,19.0,Month-to-month,1,1,0,41.7,846.06,0,3,Credit card,1.0
C004430,Male,27.0,GR,41.0,Two year,0,1,1,30.58,1279.98,0,0,Credit card,0.0
C004431,Male,50.0,DE,40.0,One year,1,1,0,38.57,1546.36,0,0,Cash,0.0
C004432,Female,30.0,GR,58.0,Month-to-month,1,1,0,47.93,2831.2,1,3,Bank transfer,1.0
C004433,Male,68.0,GR,39.0,Month-to-month,0,1,0,30.56,1263.94,0,0,Cash,1.0
C004434,Male,49.0,GR,7.0,Two year,1,1,0,36.51,256.15,1,2,Cash,0.0
C004435,Female,41.0,GR,36.0,One year,1,1,0,29.05,1057.16,0,1,Credit card,0.0
C004436,Male,52.0,GR,20.0,Month-to-month,1,1,0,33.05,,1,1,E-banking,0.0
C004437,Male,57.0,IT,29.0,Month-to-month,1,1,0,46.12,1342.39,2,2,E-banking,0.0
C004438,Female,71.0,GR,,Month-to-month,1,1,1,48.84,3300.94,1,2,Bank transfer,1.0
C004439,Female,61.0,DE,66.0,Two year,0,1,0,14.7,913.31,1,2,E-banking,0.0
C004440,Female,79.0,FR,47.0,Two year,1,1,0,,1529.77,0,1,Credit card,1.0
C004441,Female,85.0,UK,23.0,Month-to-month,0,1,1,43.96,1014.19,0,2,Cash,0.0
C004442,Male,50.0,UK,6.0,Month-to-month,1,1,0,55.72,308.22,0,1,E-banking,0.0
C004443,Male,73.0,ES,18.0,Month-to-month,1,1,0,39.07,648.4,1,2,Credit card,1.0
C004444,Female,53.0,FR,53.0,Two year,0,0,1,20.01,1042.28,0,0,Bank transfer,0.0
C004445,Female,71.0,FR,22.0,One year,1,1,0,32.18,687.75,0,1,Credit card,0.0
C004446,Male,36.0,UK,68.0,Two year,1,1,0,23.22,1575.58,0,0,Bank transfer,0.0
C004447,Female,60.0,FR,35.0,Month-to-month,1,1,0,50.3,1708.08,0,1,Credit card,1.0
C004448,Male,29.0,UK,9.0,One year,1,1,0,37.45,349.97,0,2,Bank transfer,0.0
C004449,Female,28.0,GR,31.0,Month-to-month,1,1,1,44.84,1409.17,0,0,Bank transfer,0.0
C004450,Male,29.0,FR,43.0,Two year,1,1,0,9.12,353.16,0,2,Credit card,0.0
C004451,Female,58.0,UK,17.0,Month-to-month,1,1,0,47.3,753.24,0,3,Credit card,1.0
C004452,Female,42.0,IT,51.0,Two year,1,1,0,44.17,2283.32,0,1,Credit card,0.0
C004453,Male,20.0,GR,66.0,Month-to-month,0,1,1,51.81,3415.31,0,1,Credit card,0.0
C004454,Female,,GR,24.0,One year,1,1,1,34.96,858.15,2,5,Credit card,0.0
C004455,Male,45.0,IT,15.0,Month-to-month,0,1,0,41.67,628.31,1,2,E-banking,1.0
C004456,Male,40.0,GR,28.0,Month-to-month,1,1,0,63.48,1774.78,2,3,E-banking,1.0
C004457,Male,65.0,IT,3.0,Month-to-month,0,1,1,26.97,111.97,1,1,Credit card,1.0
C004458,Male,84.0,IT,29.0,One year,1,1,0,41.35,1224.37,0,0,Bank transfer,0.0
C004459,Male,59.0,FR,52.0,Month-to-month,1,1,0,39.97,2089.85,0,2,Credit card,1.0
C004460,Female,57.0,UK,54.0,Month-to-month,1,0,1,45.11,2449.45,0,0,Bank transfer,0.0
C004461,Female,23.0,UK,58.0,Month-to-month,1,1,1,44.29,2555.63,0,2,Credit card,1.0
C004462,Male,37.0,FR,45.0,Month-to-month,0,1,0,28.97,1320.43,0,3,Credit card,1.0
C004463,Female,28.0,ES,50.0,Month-to-month,1,1,0,31.71,1632.09,0,1,Credit card,0.0
C004464,Male,44.0,UK,22.0,Month-to-month,1,1,0,57.26,1290.48,1,2,Bank transfer,1.0
C004465,Female,38.0,IT,52.0,Month-to-month,0,1,0,24.67,1226.67,0,0,Credit card,1.0
C004466,Female,30.0,ES,53.0,Month-to-month,1,0,1,28.62,1530.53,0,0,Bank transfer,1.0
C004467,Female,52.0,IT,31.0,Two year,1,1,1,31.31,986.53,0,2,E-banking,0.0
C004468,Female,64.0,GR,,Month-to-month,1,1,1,59.45,4255.23,0,3,Credit card,0.0
C004469,Male,45.0,GR,48.0,One year,1,0,0,18.35,917.82,0,1,E-banking,0.0
C004470,Male,38.0,DE,31.0,Month-to-month,1,1,1,47.14,1476.15,1,3,Bank transfer,1.0
C004471,Female,35.0,GR,4.0,Two year,0,1,0,9.11,0.0,1,1,Credit card,0.0
C004472,Female,48.0,FR,35.0,Month-to-month,1,1,0,56.38,1969.75,0,0,Credit card,1.0
C004473,Male,77.0,GR,67.0,Two year,1,1,0,32.47,2151.55,1,2,E-banking,0.0
C004474,Female,54.0,IT,64.0,Month-to-month,0,1,0,25.27,1582.12,1,3,Credit card,0.0
C004475,Male,38.0,GR,9.0,Month-to-month,0,1,0,34.72,354.41,0,0,Credit card,1.0
C004476,Male,31.0,DE,46.0,Month-to-month,1,1,0,36.96,1686.3,1,3,Bank transfer,1.0
C004477,Male,77.0,GR,56.0,Month-to-month,1,1,0,26.48,1542.8,2,3,Credit card,1.0
C004478,Female,40.0,UK,56.0,Month-to-month,1,1,0,26.95,1497.62,0,0,E-banking,0.0
C004479,Male,46.0,GR,26.0,Month-to-month,0,1,0,23.82,597.91,0,1,Credit card,1.0
C004480,Female,64.0,GR,60.0,Two year,0,1,1,30.2,1830.12,0,2,Bank transfer,0.0
C004481,Male,47.0,ES,72.0,Month-to-month,1,1,0,37.91,2727.32,0,1,E-banking,
C004482,Female,55.0,GR,48.0,Month-to-month,0,0,0,32.33,,0,0,E-banking,
C004483,Female,44.0,GR,58.0,One year,1,0,1,48.28,2784.32,0,0,E-banking,0.0
C004484,Female,32.0,FR,63.0,One year,0,1,0,33.59,2099.79,2,3,Credit card,0.0
C004485,Male,76.0,GR,58.0,Month-to-month,0,0,0,25.52,1465.69,0,2,Credit card,0.0
C004486,Male,20.0,DE,3.0,One year,0,1,0,22.94,37.56,2,4,Bank transfer,0.0
C004487,Female,27.0,GR,7.0,Month-to-month,0,1,0,23.75,195.22,0,1,Credit card,1.0
C004488,Female,34.0,GR,52.0,Month-to-month,1,1,0,49.4,2574.72,2,2,Credit card,0.0
C004489,Female,28.0,ES,62.0,Month-to-month,1,1,1,45.16,2804.47,0,0,E-banking,1.0
C004490,Male,65.0,GR,2.0,Month-to-month,1,0,0,30.5,80.99,1,1,Credit card,1.0
C004491,Male,22.0,FR,33.0,Month-to-month,0,1,0,34.24,1140.51,2,4,Bank transfer,1.0
C004492,Male,81.0,IT,12.0,Month-to-month,0,1,0,23.88,,1,3,Credit card,1.0
C004493,Male,31.0,GR,48.0,Month-to-month,1,1,0,42.92,2073.05,0,0,Bank transfer,0.0
C004494,Female,67.0,IT,53.0,One year,1,1,0,50.61,2620.61,0,0,Bank transfer,0.0
C004495,Female,43.0,GR,41.0,One year,1,1,0,34.68,1407.09,0,2,E-banking,0.0
C004496,Male,24.0,GR,58.0,One year,1,1,0,32.55,1859.86,0,0,E-banking,0.0
C004497,Male,33.0,GR,68.0,One year,1,1,1,36.66,2506.98,0,1,Credit card,0.0
C004498,Female,72.0,DE,23.0,Two year,0,1,0,17.76,395.97,0,0,E-banking,0.0
C004499,Male,73.0,UK,36.0,Two year,1,1,0,33.23,1211.32,0,0,E-banking,0.0
C004500,Male,21.0,GR,21.0,Two year,1,1,0,30.27,615.11,0,1,E-banking,0.0
