CUSTOMER_ID,GENDER,AGE,COUNTRY,TENURE_MONTHS,CONTRACT_TYPE,HAS_INTERNET,HAS_MOBILE,HAS_TV,MONTHLY_CHARGES,TOTAL_CHARGES,NUM_COMPLAINTS,SUPPORT_CALLS,PAYMENT_METHOD,CHURN,NUM_SERVICES,AVG_CHARGE_PER_MONTH,IS_LONG_TENURE
C003766,Male,45.0,UK,29.0,One year,1,1,0,27.05,767.85,0,0,Credit card,0.0,2,26.477586206896554,1
C003767,Female,20.0,ES,46.0,One year,1,1,0,39.61,1862.11,1,3,E-banking,0.0,2,40.48065217391304,1
C003768,Male,21.0,FR,53.0,One year,1,1,0,38.68,1961.59,1,1,Credit card,1.0,2,37.0111320754717,1
C003769,Male,48.0,DE,25.0,Two year,0,1,1,17.37,479.71,0,0,Bank transfer,0.0,2,19.188399999999998,1
C003770,Female,62.0,GR,53.0,Two year,1,1,1,39.35,2152.2,0,2,Credit card,0.0,3,40.60754716981132,1
C003771,Female,76.0,GR,29.0,Month-to-month,1,1,0,33.76,952.22,0,0,Bank transfer,0.0,2,32.8351724137931,1
C003772,Female,62.0,DE,6.0,Month-to-month,1,1,1,48.25,1229.72,0,0,Cash,0.0,3,204.95333333333335,0
C003773,Female,54.0,ES,38.0,Month-to-month,1,1,0,36.55,1403.66,1,2,E-banking,1.0,2,36.93842105263158,1
C003774,Female,82.0,GR,37.0,Month-to-month,1,1,0,34.21,110.14,1,2,Credit card,1.0,2,2.9767567567567568,1
C003775,Male,26.0,GR,35.0,Month-to-month,1,1,1,41.92,1496.62,0,1,Bank transfer,0.0,3,42.760571428571424,1
C003776,Female,34.0,ES,55.0,One year,1,1,0,39.82,2205.28,0,1,Credit card,0.0,2,40.096000000000004,1
C003778,Male,20.0,ES,33.0,One year,1,1,0,41.1,1459.31,0,0,Credit card,0.0,2,44.22151515151515,1
C003779,Male,43.0,FR,3.0,Month-to-month,1,1,1,43.71,83.31,2,2,Credit card,0.0,3,27.77,0
C003780,Female,70.0,FR,69.0,One year,0,1,0,29.39,2068.43,0,0,Bank transfer,0.0,1,29.977246376811593,1
C003781,Female,48.0,ES,59.0,Month-to-month,1,1,1,27.5,1667.05,0,1,Credit card,0.0,3,28.255084745762712,1
C003782,Male,43.0,DE,18.0,One year,0,0,0,29.39,496.05,0,1,Bank transfer,0.0,0,27.558333333333334,0
C003783,Female,40.0,IT,66.0,One year,0,1,0,27.54,1793.68,1,1,Credit card,0.0,1,27.1769696969697,1
C003784,Female,47.0,UK,25.0,Month-to-month,0,1,1,29.85,761.35,0,2,Bank transfer,1.0,2,30.454,1
C003785,Female,27.0,GR,20.0,Month-to-month,0,1,1,39.08,744.18,0,1,Credit card,1.0,2,37.208999999999996,0
C003786,Female,81.0,GR,71.0,Month-to-month,1,1,1,39.26,2769.36,0,0,Cash,0.0,3,39.00507042253521,1
C003787,Male,39.0,ES,69.0,Two year,1,1,0,31.55,2184.04,0,2,Bank transfer,0.0,2,31.652753623188406,1
C003788,Male,32.0,IT,29.0,One year,0,1,1,38.28,1089.71,1,2,E-banking,1.0,2,37.576206896551724,1
C003789,Female,73.0,GR,18.0,One year,1,0,1,36.76,654.79,0,2,Credit card,0.0,2,36.37722222222222,0
C003790,Male,37.0,GR,72.0,Month-to-month,1,1,0,36.38,2593.22,0,0,Bank transfer,0.0,2,36.01694444444444,1
C003791,Female,64.0,FR,27.0,Month-to-month,1,0,0,36.28,951.36,0,2,Cash,1.0,1,35.23555555555556,1
C003792,Female,70.0,IT,42.0,Month-to-month,1,1,0,35.95,1558.94,1,3,Credit card,0.0,2,37.11761904761905,1
C003793,Male,70.0,GR,66.0,Month-to-month,1,1,0,35.78,2358.16,0,0,Credit card,0.0,2,35.72969696969697,1
C003794,Male,18.0,GR,26.0,Month-to-month,1,1,1,42.76,1115.49,0,1,Cash,1.0,3,42.90346153846154,1
C003795,Male,19.0,UK,23.0,Month-to-month,0,1,0,26.96,641.24,1,2,Credit card,1.0,1,27.88,0
C003796,Female,75.0,GR,5.0,One year,1,1,0,37.36,192.33,1,1,Credit card,0.0,2,38.466,0
C003797,Male,36.0,FR,11.0,Month-to-month,1,1,0,55.06,595.65,1,1,Bank transfer,1.0,2,54.15,0
C003798,Female,79.0,GR,19.0,Month-to-month,1,1,1,52.87,978.16,1,2,Credit card,1.0,3,51.48210526315789,0
C003799,Male,29.0,GR,12.0,One year,1,1,0,37.45,462.83,1,3,Credit card,0.0,2,38.56916666666667,0
C003800,Male,43.0,GR,2.0,One year,1,1,0,39.76,139.36,1,2,Cash,1.0,2,69.68,0
C003801,Female,44.0,GR,43.0,One year,1,1,1,34.9,1527.31,0,0,E-banking,0.0,3,35.518837209302326,1
C003802,Female,46.0,GR,37.0,Month-to-month,0,1,1,41.45,866.71,0,0,Bank transfer,1.0,2,23.424594594594595,1
C003803,Female,32.0,GR,26.0,Two year,1,1,0,39.19,958.26,0,3,Cash,0.0,2,36.856153846153845,1
C003804,Female,63.0,ES,33.0,Two year,1,1,1,35.95,1411.18,1,1,E-banking,1.0,3,42.763030303030305,1
C003805,Female,18.0,GR,24.0,Month-to-month,0,1,1,47.03,1082.61,0,1,Bank transfer,1.0,2,45.10874999999999,1
C003806,Female,77.0,IT,69.0,Month-to-month,1,1,1,56.75,3877.54,0,1,Bank transfer,0.0,3,56.19623188405797,1
C003807,Female,74.0,GR,21.0,Two year,1,1,1,59.96,1187.79,0,1,Cash,0.0,3,56.56142857142857,0
C003808,Female,20.0,UK,46.0,Two year,0,1,0,15.32,711.88,2,2,E-banking,0.0,1,15.475652173913044,1
C003809,Male,35.0,GR,18.0,Month-to-month,1,1,0,33.47,567.73,0,1,E-banking,1.0,2,31.540555555555557,0
C003810,Female,69.0,GR,5.0,Month-to-month,1,1,1,55.24,241.18,1,2,Cash,0.0,3,48.236000000000004,0
C003811,Female,77.0,UK,8.0,Two year,1,0,0,20.05,140.52,1,3,Cash,0.0,1,17.565,0
C003812,Male,51.0,UK,57.0,Month-to-month,1,1,1,59.92,3396.4,1,2,Bank transfer,0.0,3,59.5859649122807,1
C003813,Female,77.0,ES,5.0,Two year,1,1,0,29.82,141.24,1,1,E-banking,0.0,2,28.248,0
C003814,Male,43.0,ES,13.0,Month-to-month,1,1,0,35.72,422.34,1,1,Credit card,0.0,2,32.487692307692306,0
C003815,Male,36.0,UK,66.0,Two year,1,1,0,20.71,1229.72,1,1,Bank transfer,0.0,2,18.632121212121213,1
C003816,Female,39.0,DE,37.0,Month-to-month,1,0,0,31.54,1175.17,1,2,Credit card,0.0,1,31.761351351351355,1
C003817,Male,50.0,FR,29.0,Month-to-month,1,1,1,50.34,1472.39,1,2,Cash,0.0,3,50.77206896551724,1
C003818,Female,55.0,UK,69.0,Two year,0,1,0,20.05,1370.25,0,1,Cash,0.0,1,19.858695652173914,1
C003819,Male,52.0,IT,32.0,Month-to-month,0,1,0,26.2,870.77,1,3,Bank transfer,1.0,1,27.2115625,1
C003820,Male,84.0,FR,48.0,Month-to-month,1,1,0,55.88,2697.07,1,1,Bank transfer,0.0,2,56.18895833333334,1
C003821,Male,27.0,GR,2.0,Two year,1,1,1,62.59,130.89,4,5,Credit card,0.0,3,65.445,0
C003822,Female,32.0,GR,69.0,Month-to-month,1,1,0,36.38,2539.86,0,1,E-banking,1.0,2,36.80956521739131,1
C003823,Female,28.0,UK,37.0,Month-to-month,1,0,0,18.69,902.84,0,2,E-banking,1.0,1,24.40108108108108,1
C003824,Male,41.0,ES,35.0,Month-to-month,1,1,0,28.35,997.93,0,2,Cash,1.0,2,28.512285714285714,1
C003825,Male,21.0,UK,15.0,One year,1,1,0,36.66,529.83,0,0,Credit card,0.0,2,35.322,0
C003826,Female,30.0,FR,72.0,One year,0,0,1,22.22,1577.87,1,2,Credit card,0.0,1,21.914861111111108,1
C003827,Female,74.0,GR,65.0,Two year,1,1,0,40.41,2650.92,1,1,E-banking,0.0,2,40.78338461538462,1
C003828,Male,54.0,GR,38.0,Month-to-month,1,1,0,31.75,1247.83,0,0,Bank transfer,0.0,2,32.83763157894737,1
C003829,Male,65.0,GR,17.0,Month-to-month,1,1,1,60.5,1066.61,2,3,E-banking,1.0,3,62.741764705882346,0
C003830,Female,18.0,UK,45.0,Month-to-month,0,0,0,25.98,1169.16,0,0,Cash,1.0,0,25.981333333333335,1
C003831,Female,77.0,ES,1.0,Two year,1,1,1,47.89,38.18,3,5,E-banking,1.0,3,38.18,0
C003832,Female,29.0,GR,3.0,One year,0,1,0,32.28,134.07,2,2,Bank transfer,1.0,1,44.69,0
C003833,Female,38.0,UK,70.0,Two year,1,1,0,33.13,2289.38,2,2,Credit card,0.0,2,32.70542857142857,1
C003834,Female,28.0,GR,52.0,Two year,0,1,0,22.72,1232.52,1,1,Bank transfer,0.0,1,23.70230769230769,1
C003835,Male,61.0,GR,53.0,Month-to-month,1,0,0,26.7,1403.76,0,0,E-banking,1.0,1,26.486037735849056,1
C003836,Female,75.0,ES,3.0,Month-to-month,1,1,1,50.81,150.94,2,4,E-banking,1.0,3,50.31333333333333,0
C003837,Male,61.0,GR,47.0,One year,0,1,1,42.73,1992.18,0,3,Cash,0.0,2,42.386808510638296,1
C003838,Female,51.0,UK,6.0,Month-to-month,1,1,1,59.83,1229.72,0,2,Cash,0.0,3,204.95333333333335,0
C003839,Male,42.0,FR,46.0,Month-to-month,1,1,0,35.29,1596.15,0,0,Bank transfer,1.0,2,34.698913043478264,1
C003840,Female,21.0,FR,61.0,Two year,0,1,0,22.52,1362.53,2,2,Bank transfer,0.0,1,22.33655737704918,1
C003841,Female,81.0,GR,43.0,Month-to-month,1,1,0,49.38,2128.02,0,3,E-banking,0.0,2,49.488837209302325,1
C003842,Male,33.0,DE,56.0,One year,1,1,0,32.29,1804.97,0,1,Cash,0.0,2,32.23160714285714,1
C003843,Male,27.0,ES,70.0,One year,1,1,1,48.14,3295.0,0,3,Cash,0.0,3,47.07142857142857,1
C003844,Female,83.0,ES,20.0,One year,1,0,0,32.83,730.8,1,1,Bank transfer,0.0,1,36.54,0
C003845,Female,52.0,FR,47.0,Month-to-month,1,1,0,27.04,1318.18,0,1,Bank transfer,1.0,2,28.046382978723404,1
C003846,Female,23.0,GR,54.0,One year,1,1,0,37.7,2001.1,1,3,Bank transfer,0.0,2,37.0574074074074,1
C003847,Female,36.0,GR,41.0,Month-to-month,1,1,1,53.06,2156.68,0,1,E-banking,0.0,3,52.60195121951219,1
C003848,Female,76.0,UK,66.0,Two year,1,1,1,54.17,3570.32,1,3,E-banking,0.0,3,54.09575757575758,1
C003849,Male,70.0,ES,31.0,Month-to-month,1,1,0,27.62,876.01,0,1,Credit card,1.0,2,28.258387096774193,1
C003850,Male,25.0,GR,64.0,Two year,1,1,0,23.27,1503.42,1,2,Bank transfer,1.0,2,23.4909375,1
C003851,Female,27.0,GR,58.0,Month-to-month,1,1,1,51.02,2926.1,0,1,Credit card,0.0,3,50.449999999999996,1
C003852,Male,84.0,ES,55.0,Two year,1,0,0,28.47,1636.07,0,0,Credit card,0.0,1,29.74672727272727,1
C003853,Male,51.0,GR,46.0,Two year,1,0,0,15.87,718.13,0,1,Credit card,0.0,1,15.611521739130435,1
C003854,Male,46.0,GR,24.0,One year,1,1,0,42.05,1063.43,0,0,Credit card,0.0,2,44.309583333333336,1
C003855,Female,32.0,GR,37.0,Month-to-month,0,1,1,42.58,1557.49,0,1,Bank transfer,1.0,2,42.094324324324326,1
C003856,Male,40.0,GR,41.0,Month-to-month,1,1,0,43.98,1834.96,0,3,Cash,1.0,2,44.755121951219515,1
C003857,Female,63.0,UK,25.0,One year,1,1,0,36.51,924.02,0,0,E-banking,1.0,2,36.9608,1
C003858,Male,45.0,GR,29.0,One year,1,1,1,31.61,890.88,0,1,E-banking,0.0,3,30.72,1
C003859,Female,43.0,GR,31.0,Month-to-month,1,1,0,37.77,1188.64,0,3,Credit card,1.0,2,38.34322580645161,1
C003861,Female,64.0,GR,12.0,One year,0,1,0,32.27,414.91,0,1,Credit card,0.0,1,34.575833333333335,0
C003862,Female,21.0,UK,5.0,Month-to-month,1,0,1,19.68,75.12,1,1,Bank transfer,1.0,2,15.024000000000001,0
C003863,Male,72.0,GR,61.0,Month-to-month,1,1,1,46.31,2822.28,0,0,Cash,0.0,3,46.26688524590164,1
C003864,Female,83.0,UK,56.0,Month-to-month,1,1,0,49.34,2787.45,0,0,Cash,1.0,2,49.77589285714286,1
C003865,Female,84.0,GR,71.0,Month-to-month,0,0,0,29.62,2048.12,1,1,Cash,1.0,0,28.84676056338028,1
C003866,Female,24.0,GR,37.0,Month-to-month,0,1,0,21.57,763.47,1,3,Credit card,1.0,1,20.634324324324325,1
C003867,Female,72.0,GR,36.0,Two year,1,0,0,35.95,328.36,0,0,Bank transfer,0.0,1,9.121111111111112,1
C003868,Female,48.0,GR,29.0,Month-to-month,0,1,0,26.18,764.5,1,2,Cash,1.0,1,26.362068965517242,1
C003869,Female,36.0,UK,38.0,Month-to-month,1,1,0,35.88,1360.71,0,1,Credit card,0.0,2,35.808157894736844,1
C003870,Female,45.0,DE,41.0,Month-to-month,1,1,1,47.31,1963.63,0,0,Credit card,0.0,3,47.893414634146346,1
C003871,Female,45.0,FR,33.0,Two year,1,1,0,36.61,1205.0,0,1,Bank transfer,0.0,2,36.515151515151516,1
C003872,Male,36.0,GR,13.0,Month-to-month,0,0,0,17.88,263.07,0,1,Bank transfer,1.0,0,20.236153846153847,0
C003873,Male,37.0,GR,6.0,Two year,1,1,0,25.26,161.27,0,0,Credit card,0.0,2,26.878333333333334,0
C003874,Female,30.0,GR,66.0,Month-to-month,1,0,0,30.11,1953.96,0,1,Cash,0.0,1,29.605454545454545,1
C003875,Female,60.0,ES,8.0,Month-to-month,1,1,1,43.07,349.44,2,2,Credit card,0.0,3,43.68,0
C003876,Male,28.0,GR,64.0,One year,1,1,0,33.85,2164.36,2,3,E-banking,0.0,2,33.818125,1
C003877,Male,65.0,DE,9.0,Month-to-month,1,1,1,53.1,457.8,0,1,Credit card,0.0,3,50.86666666666667,0
C003878,Male,32.0,GR,23.0,One year,1,1,0,28.67,613.83,0,1,E-banking,0.0,2,26.68826086956522,0
C003879,Female,34.0,GR,71.0,Two year,1,1,0,37.61,2635.25,0,0,E-banking,0.0,2,37.11619718309859,1
C003880,Male,71.0,IT,21.0,Month-to-month,1,1,0,22.19,440.65,0,2,Cash,1.0,2,20.98333333333333,0
C003881,Female,67.0,UK,1.0,One year,1,1,0,31.88,63.64,2,3,Credit card,0.0,2,63.64,0
C003882,Female,45.0,FR,46.0,One year,1,1,1,56.8,2603.1,0,1,Cash,0.0,3,56.589130434782604,1
C003883,Male,21.0,UK,62.0,Two year,1,1,0,24.51,1556.06,2,3,Credit card,0.0,2,25.09774193548387,1
C003884,Female,39.0,DE,2.0,Month-to-month,1,1,1,54.32,77.98,4,6,Bank transfer,1.0,3,38.99,0
C003885,Female,56.0,GR,44.0,Month-to-month,0,1,0,24.51,1057.45,0,1,Cash,1.0,1,24.032954545454547,1
C003886,Female,51.0,UK,5.0,One year,0,1,0,35.12,158.75,3,4,Credit card,1.0,1,31.75,0
C003887,Female,61.0,GR,39.0,Two year,0,0,1,17.34,667.42,1,4,E-banking,0.0,1,17.113333333333333,1
C003888,Male,59.0,DE,66.0,Month-to-month,1,1,1,39.4,2607.91,1,2,Credit card,0.0,3,39.51378787878787,1
C003889,Male,57.0,UK,45.0,Month-to-month,1,0,0,35.33,1608.51,0,0,Bank transfer,1.0,1,35.74466666666667,1
C003890,Female,29.0,FR,13.0,Month-to-month,0,1,0,38.08,532.72,1,2,Cash,1.0,1,40.97846153846154,0
C003891,Female,19.0,ES,32.0,One year,1,1,1,28.48,845.5,0,1,Credit card,0.0,3,26.421875,1
C003892,Male,45.0,UK,37.0,Month-to-month,0,1,1,36.64,1636.37,1,3,E-banking,1.0,2,44.226216216216216,1
C003893,Female,84.0,GR,8.0,Month-to-month,0,1,1,50.25,370.16,1,3,Bank transfer,0.0,2,46.27,0
C003894,Male,27.0,GR,59.0,One year,1,1,0,19.11,1130.21,1,1,E-banking,0.0,2,19.156101694915254,1
C003895,Female,74.0,GR,11.0,Month-to-month,1,1,0,35.06,414.53,0,0,Bank transfer,0.0,2,37.68454545454545,0
C003896,Female,54.0,ES,28.0,Month-to-month,1,1,1,34.46,984.28,0,1,E-banking,1.0,3,35.152857142857144,1
C003897,Male,81.0,IT,39.0,Month-to-month,1,1,0,37.09,1480.02,0,4,Bank transfer,1.0,2,37.949230769230766,1
C003898,Male,57.0,GR,26.0,Month-to-month,0,1,0,33.11,891.37,0,0,Credit card,0.0,1,34.28346153846154,1
C003899,Male,77.0,GR,72.0,Month-to-month,1,1,0,32.88,2379.96,0,2,Bank transfer,0.0,2,33.055,1
C003900,Male,65.0,DE,26.0,Month-to-month,0,1,1,38.62,1026.66,0,2,Bank transfer,1.0,2,39.48692307692308,1
C003901,Female,36.0,FR,37.0,Month-to-month,1,1,1,51.27,1603.56,1,2,E-banking,1.0,3,43.339459459459455,1
C003902,Male,50.0,UK,46.0,One year,1,1,0,52.15,2377.4,0,2,Bank transfer,0.0,2,51.68260869565218,1
C003903,Female,61.0,GR,28.0,Month-to-month,1,0,0,27.9,751.91,0,1,E-banking,1.0,1,26.853928571428572,1
C003904,Male,54.0,IT,7.0,One year,1,1,0,29.85,137.84,0,0,E-banking,0.0,2,19.69142857142857,0
C003905,Male,53.0,FR,35.0,Month-to-month,1,1,0,38.99,1336.62,1,4,Bank transfer,0.0,2,38.189142857142855,1
C003906,Female,38.0,GR,66.0,Month-to-month,1,1,0,31.61,2055.53,0,0,Credit card,1.0,2,31.144393939393943,1
C003907,Male,19.0,IT,22.0,Two year,1,1,0,23.16,481.52,0,1,E-banking,0.0,2,21.887272727272727,0
C003908,Male,48.0,DE,22.0,Month-to-month,0,1,1,41.7,937.32,1,3,E-banking,0.0,2,42.60545454545455,0
C003909,Male,47.0,GR,3.0,Month-to-month,1,1,1,58.63,152.88,1,1,E-banking,1.0,3,50.96,0
C003910,Male,61.0,DE,46.0,Two year,1,1,0,29.74,1229.72,0,2,Credit card,0.0,2,26.73304347826087,1
C003911,Female,29.0,FR,50.0,One year,1,1,1,44.55,2180.52,1,1,Credit card,0.0,3,43.6104,1
C003912,Female,68.0,UK,8.0,One year,1,1,0,28.14,205.51,0,2,Credit card,1.0,2,25.68875,0
C003913,Male,66.0,GR,4.0,One year,1,1,0,35.95,94.48,1,3,Cash,1.0,2,23.62,0
C003915,Male,41.0,GR,44.0,Two year,1,1,0,31.91,1405.86,0,0,Credit card,0.0,2,31.951363636363634,1
C003917,Female,28.0,UK,29.0,Month-to-month,1,0,1,39.74,1119.41,0,1,Cash,0.0,2,38.60034482758621,1
C003918,Female,30.0,GR,62.0,Two year,1,1,0,22.52,1421.94,0,3,E-banking,0.0,2,22.934516129032257,1
C003919,Female,81.0,GR,34.0,Month-to-month,1,1,0,35.95,1426.38,0,0,Bank transfer,0.0,2,41.95235294117647,1
C003920,Male,37.0,FR,26.0,One year,1,1,0,36.31,891.35,0,0,Credit card,0.0,2,34.28269230769231,1
C003921,Male,51.0,DE,18.0,Month-to-month,1,1,0,36.18,672.33,0,2,Credit card,0.0,2,37.35166666666667,0
C003922,Male,19.0,UK,63.0,Month-to-month,0,1,1,48.11,3039.69,1,1,Credit card,1.0,2,48.24904761904762,1
C003923,Female,60.0,DE,52.0,Month-to-month,1,1,0,50.27,1229.72,0,0,Bank transfer,0.0,2,23.64846153846154,1
C003924,Male,25.0,ES,54.0,Month-to-month,1,1,0,35.22,1891.44,0,1,Cash,0.0,2,35.02666666666667,1
C003925,Female,30.0,DE,42.0,Month-to-month,1,1,0,38.39,1580.24,0,0,Cash,0.0,2,37.624761904761904,1
C003926,Female,52.0,GR,54.0,Month-to-month,0,1,0,30.14,1662.36,0,1,Credit card,1.0,1,30.784444444444443,1
C003927,Male,40.0,GR,52.0,One year,1,1,0,37.59,1976.29,0,2,Credit card,0.0,2,38.00557692307692,1
C003928,Male,63.0,FR,13.0,Two year,1,1,0,28.09,333.44,1,1,Bank transfer,0.0,2,25.64923076923077,0
C003929,Male,32.0,DE,32.0,Month-to-month,1,1,1,50.81,1627.31,0,1,Bank transfer,0.0,3,50.8534375,1
C003930,Female,19.0,GR,66.0,Two year,1,1,0,38.38,2511.67,0,2,E-banking,0.0,2,38.05560606060606,1
C003931,Female,78.0,IT,58.0,Month-to-month,1,1,1,37.31,2125.93,0,2,E-banking,0.0,3,36.653965517241375,1
C003932,Male,81.0,FR,39.0,Two year,1,1,1,51.12,2040.48,1,2,Credit card,0.0,3,52.32,1
C003933,Male,69.0,GR,27.0,Month-to-month,0,0,0,36.31,969.65,0,2,Credit card,1.0,0,35.912962962962965,1
C003934,Female,53.0,IT,54.0,Two year,0,0,0,18.72,985.72,1,2,Bank transfer,0.0,0,18.254074074074076,1
C003935,Male,84.0,ES,72.0,One year,1,1,0,37.51,2664.85,0,0,Bank transfer,0.0,2,37.011805555555554,1
C003936,Female,84.0,GR,43.0,Month-to-month,1,1,0,32.58,1393.67,1,4,E-banking,1.0,2,32.410930232558144,1
C003937,Female,64.0,GR,52.0,Month-to-month,1,1,0,44.99,2275.91,0,2,E-banking,0.0,2,43.7675,1
C003938,Male,19.0,ES,14.0,Two year,1,1,0,31.19,432.14,1,3,E-banking,0.0,2,30.867142857142856,0
C003939,Male,61.0,ES,8.0,Two year,0,1,0,16.73,170.2,1,2,E-banking,0.0,1,21.275,0
C003940,Male,81.0,GR,35.0,Month-to-month,1,1,0,41.07,1465.36,0,1,Cash,1.0,2,41.86742857142857,1
C003941,Male,45.0,GR,18.0,Month-to-month,0,1,1,41.89,768.39,1,1,Credit card,1.0,2,42.68833333333333,0
C003942,Female,71.0,GR,55.0,One year,1,1,0,31.79,1820.77,0,1,E-banking,0.0,2,33.10490909090909,1
C003943,Female,84.0,UK,52.0,Two year,1,1,1,28.38,1483.51,1,1,Cash,0.0,3,28.529038461538462,1
C003944,Female,53.0,GR,72.0,Month-to-month,0,1,0,36.81,2623.29,0,0,Cash,1.0,1,36.434583333333336,1
C003945,Male,80.0,GR,49.0,Two year,1,1,1,25.22,1260.68,0,0,Bank transfer,0.0,3,25.728163265306122,1
C003946,Female,42.0,UK,8.0,Month-to-month,1,1,1,42.47,343.79,0,0,E-banking,0.0,3,42.97375,0
C003947,Male,65.0,ES,37.0,Two year,1,0,0,30.17,1117.34,0,3,Credit card,0.0,1,30.198378378378376,1
C003948,Male,56.0,DE,66.0,One year,1,1,0,29.1,1929.34,0,0,Cash,0.0,2,29.23242424242424,1
C003950,Male,38.0,DE,27.0,Month-to-month,0,1,0,29.94,864.32,0,1,Credit card,1.0,1,32.01185185185185,1
C003951,Male,47.0,GR,20.0,One year,0,1,0,33.07,612.54,0,1,Bank transfer,0.0,1,30.627,0
C003952,Male,51.0,IT,38.0,One year,0,1,0,25.59,997.07,1,2,E-banking,0.0,1,26.238684210526316,1
C003953,Female,43.0,ES,12.0,Two year,1,1,1,46.47,561.62,0,0,Credit card,0.0,3,46.80166666666667,0
C003954,Male,39.0,GR,42.0,One year,0,1,0,29.23,1241.41,0,0,Bank transfer,0.0,1,29.557380952380953,1
C003955,Female,38.0,GR,50.0,Month-to-month,1,1,0,39.57,1966.96,0,2,Cash,1.0,2,39.3392,1
C003956,Female,18.0,UK,31.0,Two year,1,1,0,44.62,1428.54,0,0,Credit card,0.0,2,46.081935483870964,1
C003957,Male,54.0,UK,65.0,One year,1,1,0,27.52,1815.54,0,0,Credit card,0.0,2,27.931384615384616,1
C003958,Male,63.0,DE,53.0,Two year,1,1,0,23.74,1235.29,0,1,Cash,0.0,2,23.30735849056604,1
C003959,Male,26.0,FR,40.0,Two year,1,0,1,38.68,1580.72,1,2,Credit card,0.0,2,39.518,1
C003960,Female,34.0,ES,39.0,Two year,1,0,0,11.7,465.26,1,2,Bank transfer,0.0,1,11.92974358974359,1
C003961,Male,64.0,DE,10.0,Month-to-month,1,1,0,34.1,323.49,0,3,E-banking,1.0,2,32.349000000000004,0
C003962,Female,76.0,FR,29.0,One year,0,1,0,16.25,420.36,0,0,Bank transfer,0.0,1,14.495172413793103,1
C003963,Male,71.0,ES,40.0,Month-to-month,1,1,0,57.32,2315.79,0,2,Credit card,0.0,2,57.89475,1
C003964,Male,29.0,ES,30.0,Month-to-month,1,1,0,26.11,761.49,0,0,Cash,0.0,2,25.383,1
C003965,Female,81.0,IT,2.0,Month-to-month,0,0,1,35.39,86.58,1,5,Credit card,1.0,1,43.29,0
C003966,Female,23.0,GR,28.0,Two year,1,1,0,20.08,606.09,0,1,Credit card,0.0,2,21.646071428571428,1
C003967,Male,70.0,GR,47.0,Month-to-month,0,1,0,33.57,1553.64,1,3,Credit card,1.0,1,33.05617021276596,1
C003968,Female,33.0,FR,37.0,Month-to-month,0,1,1,28.52,952.86,0,3,E-banking,1.0,2,25.752972972972973,1
C003969,Female,22.0,ES,32.0,Month-to-month,1,1,0,29.14,897.86,0,0,Bank transfer,0.0,2,28.058125,1
C003970,Female,63.0,IT,27.0,Month-to-month,1,0,1,47.02,1313.94,0,1,Bank transfer,1.0,2,48.66444444444445,1
C003971,Female,31.0,GR,54.0,One year,1,1,1,35.95,2958.56,1,1,Bank transfer,0.0,3,54.788148148148146,1
C003972,Female,61.0,UK,56.0,Month-to-month,1,1,1,37.91,2150.11,0,1,Credit card,0.0,3,38.39482142857143,1
C003973,Male,80.0,GR,31.0,Month-to-month,1,0,0,43.47,1229.72,0,1,Credit card,1.0,1,39.6683870967742,1
C003974,Male,69.0,DE,24.0,Month-to-month,1,1,0,44.43,1093.0,0,1,E-banking,1.0,2,45.541666666666664,1
C003975,Female,43.0,GR,35.0,Month-to-month,1,0,0,18.71,644.84,0,2,E-banking,0.0,1,18.424,1
C003976,Male,70.0,GR,30.0,Month-to-month,1,1,0,42.88,1246.42,0,0,Credit card,0.0,2,41.547333333333334,1
C003977,Male,46.0,GR,55.0,Two year,1,1,0,40.61,2211.39,0,1,Bank transfer,1.0,2,40.20709090909091,1
C003978,Female,36.0,UK,64.0,Two year,0,1,0,22.65,1518.23,0,1,E-banking,0.0,1,23.72234375,1
C003980,Female,25.0,GR,46.0,Month-to-month,0,1,0,31.08,1458.68,0,0,Bank transfer,1.0,1,31.710434782608697,1
C003981,Female,40.0,GR,33.0,Two year,1,1,1,43.08,1418.36,2,5,Credit card,0.0,3,42.98060606060606,1
C003982,Male,52.0,GR,68.0,Month-to-month,1,1,0,42.81,2900.1,0,0,Credit card,0.0,2,42.648529411764706,1
C003983,Female,70.0,IT,64.0,One year,1,1,1,46.5,3026.51,0,2,E-banking,0.0,3,47.28921875,1
C003984,Female,51.0,GR,30.0,One year,0,1,1,33.47,1006.98,0,0,Credit card,0.0,2,33.566,1
C003985,Female,22.0,GR,29.0,One year,1,1,0,35.74,1064.33,1,2,E-banking,0.0,2,36.701034482758615,1
C003986,Female,33.0,FR,62.0,Two year,1,0,0,21.08,1378.7,0,1,Credit card,0.0,1,22.23709677419355,1
C003987,Female,34.0,UK,30.0,Month-to-month,1,1,1,26.0,773.75,0,1,E-banking,0.0,3,25.791666666666668,1
C003988,Male,49.0,ES,12.0,Month-to-month,1,1,1,50.91,625.1,0,0,Bank transfer,0.0,3,52.09166666666667,0
C003990,Female,37.0,IT,15.0,Two year,1,1,0,38.37,565.95,1,4,Cash,0.0,2,37.730000000000004,0
C003991,Female,83.0,GR,10.0,Two year,0,1,0,25.77,272.43,1,1,Credit card,0.0,1,27.243000000000002,0
C003992,Male,18.0,IT,61.0,One year,1,1,0,28.92,1797.92,0,0,Credit card,0.0,2,29.474098360655738,1
C003993,Female,75.0,FR,23.0,Two year,1,1,1,34.4,814.78,0,2,Credit card,0.0,3,35.42521739130434,0
